BeginAnalysis,,
_AnalysisName," ""Run101620-2_Material Y_Analysis 94624.mss""",
_MethodName," ""Method 123468_06-Peel Strength.msm""",
InitialSpeed,305,"  ""mm/min"""
DataRate,50,"  ""Hz"""
EndPoint,40,"  ""mm"""
GageLength,50,"  ""mm"""
PeelEndExt,40,"  ""mm"""
StartPoint,3,"  ""mm"""
BeginSample,,
AverageLoad,1.07,"  ""N"""
AvgNPeaks,2.66,"  ""N"""
PeakLoad,3.04,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.002,
0,0.016,
0,0.046,
0.01,0.086,
0.04,0.143,
0.06,0.211,
0.03,0.29,
0.03,0.381,
0.03,0.484,
0.03,0.589,
0.02,0.69,
0.01,0.792,
0.01,0.893,
0.02,0.994,
0.02,1.097,
0.02,1.198,
0.03,1.299,
0.03,1.402,
0.04,1.503,
0.04,1.605,
0.04,1.707,
0.05,1.808,
0.06,1.91,
0.07,2.012,
0.08,2.113,
0.09,2.215,
0.11,2.317,
0.12,2.417,
0.14,2.52,
0.16,2.621,
0.18,2.723,
0.2,2.825,
0.21,2.926,
0.22,3.027,
0.22,3.13,
0.22,3.231,
0.22,3.333,
0.22,3.435,
0.22,3.536,
0.23,3.638,
0.26,3.74,
0.28,3.841,
0.31,3.943,
0.32,4.045,
0.31,4.146,
0.3,4.248,
0.32,4.35,
0.35,4.451,
0.37,4.553,
0.39,4.655,
0.42,4.756,
0.44,4.858,
0.47,4.959,
0.49,5.061,
0.51,5.164,
0.52,5.264,
0.52,5.367,
0.53,5.468,
0.53,5.569,
0.55,5.672,
0.58,5.773,
0.59,5.874,
0.58,5.977,
0.59,6.078,
0.62,6.179,
0.64,6.282,
0.67,6.383,
0.69,6.484,
0.71,6.587,
0.72,6.688,
0.69,6.79,
0.64,6.892,
0.63,6.993,
0.6,7.095,
0.56,7.197,
0.57,7.298,
0.6,7.4,
0.63,7.502,
0.65,7.602,
0.66,7.705,
0.66,7.806,
0.68,7.908,
0.71,8.01,
0.73,8.111,
0.75,8.212,
0.78,8.315,
0.81,8.416,
0.8,8.518,
0.78,8.62,
0.8,8.721,
0.81,8.823,
0.78,8.925,
0.7,9.026,
0.65,9.128,
0.66,9.23,
0.67,9.331,
0.67,9.433,
0.65,9.535,
0.59,9.636,
0.53,9.738,
0.53,9.84,
0.56,9.941,
0.58,10.043,
0.61,10.144,
0.62,10.246,
0.64,10.348,
0.66,10.449,
0.68,10.552,
0.71,10.653,
0.73,10.754,
0.74,10.857,
0.77,10.958,
0.78,11.059,
0.77,11.161,
0.74,11.263,
0.71,11.364,
0.67,11.467,
0.65,11.568,
0.67,11.669,
0.69,11.772,
0.72,11.873,
0.68,11.975,
0.64,12.077,
0.66,12.178,
0.7,12.28,
0.74,12.382,
0.78,12.483,
0.82,12.585,
0.85,12.686,
0.87,12.787,
0.9,12.89,
0.92,12.991,
0.94,13.093,
0.98,13.195,
1.01,13.296,
1.03,13.398,
1.08,13.5,
1.13,13.601,
1.17,13.703,
1.23,13.805,
1.27,13.906,
1.25,14.008,
1.24,14.11,
1.27,14.211,
1.32,14.313,
1.37,14.415,
1.4,14.516,
1.39,14.618,
1.37,14.72,
1.35,14.821,
1.35,14.923,
1.37,15.024,
1.39,15.126,
1.42,15.229,
1.46,15.329,
1.45,15.431,
1.44,15.533,
1.46,15.634,
1.5,15.737,
1.51,15.838,
1.52,15.939,
1.53,16.042,
1.5,16.143,
1.45,16.244,
1.46,16.347,
1.51,16.448,
1.51,16.55,
1.44,16.652,
1.42,16.752,
1.49,16.854,
1.57,16.957,
1.65,17.058,
1.72,17.16,
1.8,17.262,
1.89,17.363,
1.97,17.465,
2.05,17.567,
2.1,17.667,
2,17.77,
1.64,17.871,
1.45,17.973,
1.51,18.075,
1.56,18.176,
1.62,18.278,
1.69,18.38,
1.77,18.481,
1.86,18.583,
1.96,18.685,
2.05,18.786,
2.11,18.888,
2.13,18.99,
2.13,19.091,
2.11,19.193,
2.08,19.295,
2.13,19.396,
2.19,19.498,
2.27,19.6,
2.35,19.701,
2.4,19.803,
2.46,19.905,
2.54,20.007,
2.62,20.108,
2.64,20.21,
2.56,20.311,
2.52,20.413,
2.55,20.514,
2.57,20.616,
2.6,20.718,
2.66,20.819,
2.7,20.922,
2.72,21.023,
2.71,21.124,
2.65,21.227,
2.61,21.328,
2.58,21.429,
2.62,21.532,
2.68,21.633,
2.72,21.734,
2.81,21.837,
2.89,21.938,
2.92,22.039,
2.98,22.142,
3.06,22.243,
3.12,22.345,
3.18,22.446,
3.23,22.548,
3.26,22.65,
3.28,22.751,
3.32,22.853,
3.27,22.955,
3.15,23.056,
3.12,23.158,
3.17,23.26,
3.24,23.361,
3.31,23.463,
3.41,23.565,
3.51,23.666,
3.6,23.768,
3.67,23.87,
3.66,23.971,
3.53,24.073,
3.37,24.175,
3.27,24.276,
3.25,24.378,
3.32,24.48,
3.34,24.581,
3.33,24.683,
3.35,24.785,
3.33,24.886,
3.33,24.988,
3.38,25.089,
3.39,25.192,
3.37,25.293,
3.44,25.394,
3.56,25.496,
3.65,25.598,
3.74,25.699,
3.8,25.801,
3.82,25.903,
3.88,26.004,
3.93,26.107,
3.91,26.208,
3.84,26.309,
3.78,26.412,
3.74,26.513,
3.6,26.614,
3.38,26.717,
3.25,26.818,
3.22,26.919,
3.25,27.022,
3.28,27.123,
3.27,27.224,
3.23,27.327,
3.27,27.427,
3.31,27.53,
3.27,27.632,
3.22,27.733,
3.24,27.835,
3.23,27.936,
3.16,28.037,
3.13,28.14,
3.11,28.241,
3.12,28.342,
3.12,28.445,
3.07,28.546,
3.05,28.648,
3.07,28.75,
3.06,28.851,
3,28.953,
2.93,29.055,
2.95,29.156,
2.98,29.258,
2.99,29.36,
3.05,29.461,
3.09,29.563,
3.11,29.664,
3.17,29.766,
3.23,29.869,
3.3,29.97,
3.39,30.071,
3.4,30.173,
3.32,30.274,
3.25,30.377,
3.26,30.478,
3.3,30.579,
3.18,30.681,
2.8,30.783,
2.56,30.884,
2.54,30.987,
2.52,31.088,
2.41,31.189,
2.37,31.292,
2.38,31.393,
2.38,31.494,
2.36,31.597,
2.32,31.698,
2.27,31.799,
2.11,31.902,
1.89,32.003,
1.77,32.105,
1.69,32.207,
1.64,32.307,
1.64,32.41,
1.67,32.512,
1.66,32.613,
1.59,32.715,
1.44,32.817,
1.34,32.918,
1.36,33.02,
1.4,33.121,
1.42,33.222,
1.45,33.325,
1.47,33.426,
1.45,33.527,
1.42,33.63,
1.34,33.731,
1.21,33.833,
1.11,33.935,
1.07,34.036,
1.09,34.138,
1.12,34.24,
1.15,34.341,
1.17,34.443,
1.14,34.545,
1.09,34.646,
1.05,34.748,
1.04,34.85,
1.03,34.951,
1.04,35.053,
1.05,35.155,
1.07,35.256,
1.07,35.358,
1.02,35.459,
0.97,35.562,
0.97,35.663,
0.98,35.764,
0.95,35.866,
0.94,35.968,
0.92,36.069,
0.89,36.172,
0.88,36.273,
0.86,36.374,
0.82,36.477,
0.78,36.578,
0.78,36.679,
0.8,36.782,
0.79,36.883,
0.75,36.984,
0.73,37.087,
0.74,37.188,
0.75,37.289,
0.75,37.392,
0.75,37.492,
0.75,37.595,
0.67,37.697,
0.6,37.798,
0.6,37.9,
0.61,38.001,
0.58,38.103,
0.53,38.205,
0.5,38.306,
0.5,38.407,
0.5,38.51,
0.49,38.611,
0.5,38.712,
0.51,38.815,
0.52,38.916,
0.53,39.018,
0.53,39.12,
0.49,39.221,
0.46,39.323,
0.47,39.425,
0.48,39.526,
0.48,39.628,
0.5,39.729,
0.49,39.831,
0.47,39.933,
0.46,40.034,
0.45,40.136,
0.45,40.239,
0.43,40.339,
0.39,40.441,
0.39,40.543,
0.39,40.644,
0.36,40.747,
0.34,40.848,
0.34,40.949,
0.35,41.051,
0.35,41.153,
0.33,41.254,
0.33,41.357,
0.34,41.458,
0.34,41.559,
0.35,41.662,
0.35,41.763,
0.35,41.864,
0.35,41.967,
0.34,42.067,
0.34,42.169,
0.35,42.272,
0.36,42.372,
0.36,42.474,
0.37,42.576,
0.37,42.677,
0.38,42.78,
0.38,42.882,
0.37,42.983,
0.35,43.085,
0.34,43.186,
0.34,43.288,
0.35,43.39,
0.35,43.491,
0.35,43.592,
0.35,43.695,
0.35,43.796,
0.35,43.898,
0.36,44,
0.36,44.101,
0.36,44.203,
0.34,44.305,
0.31,44.406,
0.29,44.508,
0.29,44.61,
0.29,44.711,
0.27,44.813,
0.21,44.914,
0.16,45.016,
0.16,45.016,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.64,"  ""N"""
AvgNPeaks,3.22,"  ""N"""
PeakLoad,3.46,"  ""N"""
PeelEnd,401,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.004,
0.01,0.022,
0.01,0.053,
0.01,0.096,
0.05,0.156,
0.06,0.226,
0.03,0.307,
0.03,0.401,
0.03,0.505,
0.03,0.609,
0.02,0.71,
0.01,0.812,
0.02,0.914,
0.02,1.015,
0.02,1.117,
0.03,1.218,
0.03,1.32,
0.04,1.422,
0.04,1.523,
0.05,1.625,
0.05,1.727,
0.07,1.828,
0.07,1.93,
0.09,2.032,
0.11,2.133,
0.13,2.235,
0.16,2.337,
0.18,2.438,
0.21,2.54,
0.25,2.641,
0.28,2.743,
0.3,2.845,
0.33,2.947,
0.33,3.048,
0.32,3.151,
0.32,3.251,
0.34,3.353,
0.35,3.456,
0.36,3.556,
0.37,3.659,
0.39,3.76,
0.4,3.861,
0.42,3.964,
0.46,4.065,
0.48,4.166,
0.44,4.269,
0.42,4.37,
0.43,4.472,
0.43,4.573,
0.42,4.675,
0.44,4.776,
0.48,4.879,
0.5,4.979,
0.51,5.082,
0.53,5.184,
0.56,5.285,
0.57,5.387,
0.59,5.489,
0.61,5.59,
0.62,5.692,
0.63,5.794,
0.66,5.895,
0.7,5.997,
0.73,6.099,
0.76,6.2,
0.8,6.302,
0.85,6.403,
0.88,6.505,
0.89,6.607,
0.89,6.708,
0.9,6.81,
0.93,6.912,
0.99,7.013,
1.04,7.115,
1.08,7.217,
1.11,7.318,
1.14,7.42,
1.14,7.522,
1.14,7.623,
1.17,7.725,
1.19,7.826,
1.22,7.929,
1.26,8.03,
1.27,8.131,
1.22,8.233,
1.18,8.336,
1.22,8.436,
1.28,8.538,
1.32,8.641,
1.32,8.741,
1.27,8.843,
1.26,8.945,
1.28,9.046,
1.32,9.149,
1.35,9.25,
1.36,9.352,
1.37,9.454,
1.41,9.555,
1.43,9.657,
1.45,9.759,
1.44,9.86,
1.34,9.961,
1.27,10.064,
1.3,10.164,
1.32,10.267,
1.32,10.369,
1.3,10.469,
1.29,10.572,
1.32,10.674,
1.33,10.774,
1.31,10.877,
1.26,10.979,
1.24,11.08,
1.25,11.182,
1.25,11.283,
1.29,11.385,
1.35,11.487,
1.38,11.588,
1.37,11.69,
1.34,11.792,
1.33,11.893,
1.38,11.995,
1.45,12.097,
1.51,12.198,
1.56,12.3,
1.59,12.402,
1.6,12.503,
1.63,12.605,
1.63,12.706,
1.6,12.808,
1.6,12.91,
1.61,13.011,
1.58,13.114,
1.58,13.215,
1.62,13.316,
1.67,13.418,
1.71,13.52,
1.76,13.621,
1.82,13.723,
1.89,13.825,
1.95,13.926,
2,14.028,
2.04,14.13,
2.05,14.231,
2.07,14.334,
2.11,14.435,
2.17,14.537,
2.23,14.639,
2.21,14.739,
2.11,14.842,
1.94,14.944,
1.83,15.045,
1.84,15.146,
1.84,15.249,
1.82,15.349,
1.85,15.452,
1.91,15.553,
1.97,15.654,
2.02,15.757,
2.08,15.858,
2.12,15.96,
2.12,16.062,
2.17,16.163,
2.22,16.265,
2.24,16.367,
2.27,16.468,
2.3,16.57,
2.3,16.672,
2.26,16.773,
2.2,16.875,
2.16,16.977,
2.2,17.078,
2.26,17.18,
2.28,17.282,
2.28,17.383,
2.24,17.485,
2.2,17.587,
2.18,17.688,
2.09,17.79,
2.02,17.891,
2.07,17.993,
2.14,18.095,
2.16,18.196,
2.01,18.299,
1.89,18.4,
1.93,18.501,
1.99,18.603,
1.96,18.705,
1.95,18.806,
1.98,18.908,
1.98,19.01,
1.94,19.111,
1.9,19.213,
1.94,19.315,
1.98,19.416,
2.03,19.519,
2.11,19.62,
2.17,19.721,
2.21,19.824,
2.25,19.925,
2.25,20.027,
2.16,20.129,
2.06,20.23,
2.06,20.332,
2.13,20.434,
2.18,20.534,
2.25,20.637,
2.31,20.738,
2.35,20.84,
2.4,20.942,
2.49,21.043,
2.56,21.144,
2.59,21.247,
2.51,21.348,
2.43,21.45,
2.44,21.552,
2.44,21.653,
2.42,21.755,
2.46,21.857,
2.53,21.958,
2.56,22.06,
2.55,22.162,
2.54,22.263,
2.51,22.365,
2.45,22.467,
2.43,22.568,
2.37,22.67,
2.24,22.772,
2.15,22.873,
2.17,22.975,
2.24,23.076,
2.27,23.178,
2.31,23.28,
2.41,23.381,
2.49,23.483,
2.52,23.585,
2.52,23.686,
2.53,23.788,
2.57,23.89,
2.64,23.991,
2.71,24.093,
2.73,24.195,
2.64,24.296,
2.56,24.399,
2.57,24.5,
2.61,24.601,
2.67,24.704,
2.72,24.805,
2.8,24.906,
2.87,25.009,
2.94,25.11,
2.98,25.212,
2.98,25.314,
2.91,25.414,
2.85,25.517,
2.84,25.619,
2.85,25.719,
2.9,25.822,
2.95,25.923,
2.99,26.025,
3.05,26.127,
3.05,26.228,
3.02,26.33,
3.05,26.432,
3.13,26.533,
3.22,26.635,
3.25,26.737,
3.25,26.838,
3.29,26.94,
3.28,27.042,
3.2,27.143,
3.21,27.245,
3.27,27.347,
3.31,27.448,
3.34,27.55,
3.34,27.652,
3.36,27.753,
3.41,27.855,
3.46,27.957,
3.46,28.058,
3.42,28.16,
3.43,28.261,
3.34,28.363,
3,28.466,
2.8,28.566,
2.85,28.668,
2.92,28.77,
2.97,28.871,
3.03,28.973,
3.07,29.075,
3.01,29.176,
2.9,29.279,
2.9,29.38,
2.94,29.481,
2.91,29.584,
2.78,29.685,
2.44,29.786,
2.21,29.889,
2.24,29.99,
2.33,30.092,
2.38,30.194,
2.37,30.295,
2.34,30.397,
2.32,30.498,
2.32,30.6,
2.37,30.702,
2.45,30.803,
2.53,30.904,
2.57,31.007,
2.59,31.108,
2.63,31.21,
2.66,31.312,
2.67,31.413,
2.72,31.514,
2.77,31.617,
2.79,31.718,
2.83,31.82,
2.9,31.922,
2.97,32.023,
3.02,32.125,
2.94,32.227,
2.82,32.328,
2.82,32.43,
2.83,32.532,
2.87,32.633,
2.93,32.735,
2.93,32.837,
2.8,32.938,
2.69,33.04,
2.64,33.142,
2.62,33.243,
2.66,33.345,
2.69,33.446,
2.69,33.548,
2.71,33.65,
2.72,33.751,
2.69,33.854,
2.56,33.955,
2.31,34.056,
2.12,34.159,
2.04,34.26,
2.04,34.361,
2.06,34.464,
2.04,34.565,
1.97,34.667,
1.92,34.768,
1.91,34.87,
1.9,34.971,
1.83,35.074,
1.78,35.175,
1.79,35.277,
1.78,35.379,
1.75,35.48,
1.72,35.582,
1.71,35.684,
1.73,35.785,
1.71,35.887,
1.58,35.988,
1.41,36.089,
1.37,36.192,
1.38,36.293,
1.38,36.395,
1.35,36.497,
1.31,36.598,
1.31,36.7,
1.32,36.802,
1.33,36.903,
1.35,37.005,
1.36,37.107,
1.36,37.208,
1.33,37.31,
1.31,37.412,
1.32,37.513,
1.33,37.615,
1.32,37.717,
1.28,37.818,
1.28,37.92,
1.26,38.022,
1.23,38.124,
1.2,38.225,
1.18,38.326,
1.19,38.428,
1.22,38.531,
1.24,38.631,
1.23,38.733,
1.2,38.835,
1.18,38.936,
1.13,39.039,
1.11,39.14,
1.13,39.241,
1.12,39.344,
1.06,39.445,
1.01,39.546,
1.01,39.649,
1.01,39.75,
1,39.852,
1.01,39.953,
1,40.054,
1,40.156,
1.02,40.259,
1.02,40.36,
0.97,40.462,
0.95,40.564,
0.95,40.665,
0.96,40.767,
0.96,40.868,
0.98,40.97,
0.99,41.072,
0.97,41.173,
0.84,41.275,
0.71,41.377,
0.69,41.478,
0.7,41.58,
0.72,41.682,
0.73,41.783,
0.74,41.885,
0.76,41.987,
0.76,42.088,
0.74,42.19,
0.71,42.292,
0.71,42.393,
0.72,42.495,
0.73,42.597,
0.73,42.698,
0.73,42.8,
0.71,42.902,
0.69,43.003,
0.69,43.105,
0.7,43.206,
0.71,43.308,
0.72,43.41,
0.72,43.511,
0.71,43.613,
0.67,43.715,
0.64,43.816,
0.55,43.918,
0.48,44.02,
0.47,44.121,
0.47,44.224,
0.48,44.325,
0.48,44.426,
0.48,44.529,
0.5,44.63,
0.5,44.731,
0.51,44.834,
0.52,44.935,
0.51,45.028,
0.51,45.028,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.16,"  ""N"""
AvgNPeaks,3.38,"  ""N"""
PeakLoad,3.82,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0.02,0,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.003,
0.02,0.019,
0.02,0.049,
0.02,0.091,
0.06,0.149,
0.07,0.218,
0.05,0.298,
0.05,0.391,
0.06,0.495,
0.06,0.599,
0.06,0.7,
0.06,0.802,
0.08,0.904,
0.1,1.004,
0.13,1.107,
0.16,1.208,
0.19,1.309,
0.22,1.412,
0.24,1.513,
0.27,1.615,
0.31,1.717,
0.36,1.818,
0.39,1.92,
0.4,2.022,
0.41,2.123,
0.41,2.225,
0.42,2.327,
0.44,2.428,
0.46,2.53,
0.46,2.631,
0.42,2.733,
0.39,2.835,
0.41,2.936,
0.44,3.038,
0.48,3.14,
0.51,3.241,
0.52,3.343,
0.52,3.445,
0.55,3.546,
0.59,3.648,
0.62,3.75,
0.62,3.851,
0.61,3.953,
0.64,4.055,
0.65,4.156,
0.65,4.259,
0.63,4.36,
0.6,4.461,
0.58,4.564,
0.59,4.665,
0.62,4.766,
0.68,4.869,
0.73,4.969,
0.76,5.071,
0.79,5.174,
0.79,5.274,
0.8,5.377,
0.83,5.479,
0.86,5.579,
0.88,5.682,
0.9,5.784,
0.93,5.884,
0.97,5.987,
1.01,6.088,
1.05,6.19,
1.06,6.292,
1.06,6.393,
1.07,6.495,
1.09,6.597,
1.08,6.698,
1.04,6.8,
1.02,6.902,
1.04,7.003,
1.08,7.105,
1.09,7.207,
1.06,7.308,
1.04,7.41,
1.03,7.512,
1.02,7.613,
1.01,7.715,
1.04,7.816,
1.06,7.918,
1.1,8.02,
1.14,8.121,
1.18,8.223,
1.2,8.325,
1.18,8.426,
1.17,8.528,
1.21,8.63,
1.24,8.731,
1.24,8.833,
1.26,8.935,
1.27,9.036,
1.23,9.138,
1.18,9.24,
1.16,9.341,
1.12,9.444,
1.09,9.545,
1.09,9.647,
1.09,9.748,
1.1,9.85,
1.13,9.951,
1.12,10.054,
1.11,10.154,
1.09,10.256,
0.98,10.358,
0.87,10.459,
0.87,10.562,
0.91,10.663,
0.96,10.764,
1,10.867,
1.03,10.968,
1,11.069,
0.9,11.172,
0.87,11.273,
0.88,11.375,
0.87,11.477,
0.82,11.578,
0.77,11.679,
0.71,11.782,
0.67,11.883,
0.63,11.985,
0.63,12.087,
0.63,12.188,
0.61,12.29,
0.63,12.392,
0.67,12.493,
0.7,12.595,
0.72,12.696,
0.72,12.798,
0.75,12.9,
0.79,13.001,
0.83,13.104,
0.86,13.205,
0.88,13.306,
0.89,13.408,
0.92,13.51,
0.94,13.611,
0.93,13.713,
0.91,13.815,
0.89,13.916,
0.86,14.018,
0.84,14.12,
0.85,14.221,
0.87,14.323,
0.92,14.425,
0.96,14.526,
0.96,14.629,
0.94,14.73,
0.89,14.832,
0.83,14.933,
0.83,15.035,
0.86,15.136,
0.89,15.239,
0.93,15.339,
0.96,15.441,
0.99,15.543,
1.05,15.644,
1.1,15.747,
1.15,15.848,
1.16,15.949,
1.15,16.052,
1.18,16.153,
1.21,16.255,
1.22,16.357,
1.21,16.458,
1.19,16.559,
1.23,16.662,
1.27,16.763,
1.29,16.864,
1.31,16.967,
1.33,17.068,
1.37,17.17,
1.42,17.272,
1.46,17.373,
1.52,17.475,
1.6,17.577,
1.67,17.678,
1.74,17.78,
1.8,17.881,
1.78,17.983,
1.75,18.085,
1.79,18.186,
1.86,18.289,
1.93,18.39,
1.99,18.491,
2.04,18.593,
2.04,18.695,
2.04,18.796,
2.08,18.898,
2.15,19,
2.23,19.101,
2.31,19.203,
2.38,19.305,
2.41,19.406,
2.38,19.509,
2.36,19.61,
2.37,19.711,
2.39,19.814,
2.45,19.914,
2.52,20.017,
2.54,20.119,
2.52,20.22,
2.51,20.321,
2.54,20.424,
2.58,20.524,
2.63,20.627,
2.69,20.728,
2.69,20.829,
2.61,20.932,
2.55,21.033,
2.55,21.134,
2.63,21.237,
2.74,21.338,
2.83,21.44,
2.92,21.542,
2.95,21.643,
2.94,21.745,
2.99,21.847,
3.03,21.948,
3.04,22.05,
3.05,22.152,
3.07,22.253,
3.12,22.355,
3.17,22.457,
3.1,22.558,
2.97,22.66,
2.93,22.762,
2.95,22.863,
2.98,22.965,
2.96,23.066,
2.95,23.168,
2.96,23.27,
2.91,23.371,
2.87,23.473,
2.9,23.575,
2.9,23.676,
2.81,23.778,
2.75,23.88,
2.77,23.981,
2.8,24.083,
2.84,24.185,
2.89,24.286,
2.98,24.388,
3.09,24.49,
3.15,24.591,
3.2,24.694,
3.31,24.795,
3.4,24.896,
3.5,24.999,
3.6,25.1,
3.64,25.202,
3.62,25.303,
3.66,25.405,
3.76,25.506,
3.82,25.608,
3.76,25.709,
3.73,25.812,
3.73,25.913,
3.67,26.014,
3.61,26.117,
3.52,26.218,
3.38,26.319,
3.32,26.422,
3.36,26.523,
3.36,26.624,
3.35,26.727,
3.38,26.828,
3.45,26.929,
3.53,27.032,
3.57,27.133,
3.48,27.235,
3.31,27.337,
3.27,27.438,
3.2,27.54,
2.94,27.642,
2.66,27.743,
2.58,27.845,
2.65,27.947,
2.54,28.048,
2.24,28.15,
2.16,28.251,
2.25,28.353,
2.34,28.455,
2.4,28.556,
2.37,28.658,
2.17,28.76,
2.01,28.861,
1.95,28.963,
1.92,29.065,
1.86,29.166,
1.75,29.268,
1.74,29.37,
1.78,29.471,
1.79,29.573,
1.79,29.675,
1.77,29.776,
1.73,29.879,
1.74,29.98,
1.76,30.081,
1.74,30.183,
1.69,30.284,
1.67,30.387,
1.67,30.488,
1.67,30.589,
1.67,30.691,
1.64,30.794,
1.63,30.894,
1.61,30.997,
1.5,31.098,
1.29,31.2,
1.2,31.302,
1.15,31.403,
1.09,31.504,
1.08,31.607,
1.08,31.708,
0.98,31.809,
0.85,31.912,
0.75,32.013,
0.66,32.115,
0.6,32.217,
0.58,32.317,
0.55,32.42,
0.49,32.522,
0.44,32.623,
0.44,32.725,
0.45,32.826,
0.42,32.928,
0.39,33.03,
0.4,33.131,
0.4,33.233,
0.38,33.335,
0.35,33.436,
0.35,33.538,
0.36,33.64,
0.37,33.741,
0.37,33.843,
0.37,33.945,
0.36,34.046,
0.37,34.148,
0.38,34.25,
0.38,34.351,
0.36,34.454,
0.35,34.555,
0.35,34.656,
0.35,34.758,
0.34,34.86,
0.32,34.961,
0.27,35.064,
0.2,35.165,
0.17,35.266,
0.17,35.368,
0.17,35.47,
0.17,35.572,
0.17,35.673,
0.18,35.774,
0.18,35.877,
0.18,35.978,
0.18,36.079,
0.18,36.182,
0.18,36.283,
0.18,36.385,
0.19,36.487,
0.19,36.588,
0.19,36.689,
0.19,36.792,
0.2,36.893,
0.2,36.995,
0.21,37.097,
0.21,37.198,
0.2,37.3,
0.2,37.402,
0.2,37.503,
0.21,37.605,
0.21,37.707,
0.2,37.808,
0.21,37.91,
0.21,38.012,
0.21,38.113,
0.21,38.215,
0.21,38.316,
0.21,38.418,
0.21,38.52,
0.22,38.621,
0.22,38.723,
0.22,38.825,
0.22,38.926,
0.2,39.028,
0.15,39.13,
0.13,39.231,
0.13,39.333,
0.13,39.435,
0.13,39.536,
0.13,39.638,
0.14,39.74,
0.13,39.841,
0.12,39.943,
0.08,40.044,
0.04,40.146,
0.04,40.249,
0.04,40.35,
0.04,40.452,
0.04,40.553,
0.04,40.654,
0.04,40.757,
0.05,40.858,
0.04,40.96,
0.05,41.062,
0.05,41.163,
0.05,41.264,
0.05,41.367,
0.05,41.468,
0.04,41.57,
0.04,41.672,
0.05,41.773,
0.04,41.874,
0.05,41.977,
0.05,42.078,
0.05,42.18,
0.05,42.282,
0.05,42.382,
0.05,42.485,
0.05,42.586,
0.05,42.688,
0.05,42.79,
0.05,42.892,
0.05,42.993,
0.05,43.095,
0.05,43.196,
0.05,43.298,
0.05,43.4,
0.05,43.501,
0.05,43.603,
0.05,43.705,
0.06,43.806,
0.06,43.908,
0.06,44.01,
0.06,44.111,
0.06,44.214,
0.06,44.315,
0.06,44.416,
0.06,44.518,
0.06,44.62,
0.06,44.721,
0.06,44.824,
0.06,44.925,
0.05,45.024,
0.05,45.024,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1,"  ""N"""
AvgNPeaks,2.99,"  ""N"""
PeakLoad,3.12,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.009,
0,0.035,
0,0.07,
0.02,0.121,
0.06,0.186,
0.04,0.261,
0.02,0.348,
0.02,0.447,
0.03,0.553,
0.02,0.654,
0,0.756,
0,0.858,
0.01,0.959,
0.01,1.061,
0.01,1.163,
0.01,1.263,
0.01,1.366,
0.01,1.468,
0.01,1.569,
0.01,1.671,
0.01,1.773,
0.01,1.874,
0.01,1.976,
0.01,2.077,
0.01,2.179,
0.02,2.281,
0.02,2.382,
0.02,2.484,
0.02,2.586,
0.02,2.687,
0.02,2.79,
0.02,2.891,
0.02,2.992,
0.02,3.094,
0.03,3.196,
0.03,3.297,
0.03,3.4,
0.03,3.501,
0.03,3.602,
0.03,3.704,
0.04,3.805,
0.04,3.907,
0.04,4.01,
0.05,4.111,
0.05,4.213,
0.05,4.314,
0.05,4.415,
0.06,4.518,
0.06,4.619,
0.07,4.72,
0.07,4.823,
0.08,4.924,
0.09,5.025,
0.09,5.128,
0.1,5.229,
0.11,5.331,
0.12,5.433,
0.14,5.534,
0.15,5.635,
0.15,5.738,
0.15,5.839,
0.16,5.941,
0.17,6.043,
0.17,6.144,
0.15,6.246,
0.15,6.348,
0.16,6.449,
0.17,6.551,
0.18,6.653,
0.19,6.754,
0.21,6.856,
0.24,6.958,
0.25,7.059,
0.25,7.161,
0.24,7.262,
0.24,7.364,
0.25,7.466,
0.26,7.567,
0.28,7.669,
0.3,7.771,
0.3,7.872,
0.3,7.974,
0.31,8.076,
0.33,8.177,
0.36,8.279,
0.39,8.381,
0.41,8.482,
0.42,8.585,
0.44,8.686,
0.47,8.787,
0.51,8.889,
0.54,8.99,
0.57,9.092,
0.62,9.195,
0.65,9.295,
0.64,9.397,
0.63,9.499,
0.64,9.6,
0.61,9.703,
0.54,9.804,
0.45,9.905,
0.4,10.008,
0.41,10.109,
0.43,10.21,
0.44,10.313,
0.44,10.414,
0.41,10.516,
0.38,10.618,
0.37,10.719,
0.38,10.82,
0.4,10.923,
0.42,11.024,
0.43,11.126,
