BeginAnalysis,,
_AnalysisName," ""Run101620-1_Material X_Analysis 94623.mss""",
_MethodName," ""Method 123468_06-Peel Strength.msm""",
InitialSpeed,305,"  ""mm/min"""
DataRate,50,"  ""Hz"""
EndPoint,40,"  ""mm"""
GageLength,50,"  ""mm"""
PeelEndExt,40,"  ""mm"""
StartPoint,3,"  ""mm"""
BeginSample,,
AverageLoad,0.91,"  ""N"""
AvgNPeaks,2.23,"  ""N"""
PeakLoad,2.58,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0,
0.71,12.417,
0.74,12.518,
0.74,12.621,
0.72,12.721,
0.71,12.823,
0.75,12.926,
0.79,13.027,
0.79,13.129,
0.77,13.231,
0.78,13.331,
0.8,13.434,
0.83,13.536,
0.84,13.636,
0.87,13.739,
0.88,13.84,
0.8,13.942,
0.7,14.044,
0.7,14.145,
0.73,14.246,
0.77,14.349,
0.79,14.45,
0.77,14.552,
0.76,14.654,
0.76,14.755,
0.79,14.857,
0.83,14.959,
0.87,15.06,
0.9,15.162,
0.93,15.264,
0.94,15.364,
0.95,15.467,
0.98,15.568,
1.02,15.67,
1.06,15.772,
1.11,15.873,
1.16,15.975,
1.21,16.077,
1.25,16.178,
1.28,16.28,
1.31,16.383,
1.36,16.483,
1.42,16.585,
1.48,16.687,
1.53,16.788,
1.5,16.891,
1.34,16.992,
1.18,17.093,
1.14,17.195,
1.18,17.297,
1.2,17.399,
1.23,17.501,
1.27,17.602,
1.32,17.703,
1.37,17.806,
1.43,17.906,
1.47,18.008,
1.48,18.111,
1.44,18.211,
1.4,18.314,
1.39,18.415,
1.38,18.517,
1.41,18.619,
1.37,18.721,
1.31,18.821,
1.31,18.924,
1.31,19.025,
1.3,19.127,
1.26,19.229,
1.25,19.33,
1.25,19.431,
1.25,19.534,
1.26,19.635,
1.16,19.737,
1.01,19.839,
1,19.94,
1.06,20.042,
1.09,20.144,
1.13,20.245,
1.14,20.347,
1.12,20.449,
1.17,20.549,
1.23,20.652,
1.28,20.754,
1.32,20.855,
1.38,20.957,
1.44,21.058,
1.49,21.16,
1.52,21.262,
1.58,21.363,
1.64,21.465,
1.67,21.567,
1.63,21.668,
1.43,21.77,
1.23,21.872,
1.23,21.973,
1.31,22.075,
1.37,22.177,
1.39,22.278,
1.39,22.38,
1.43,22.482,
1.49,22.584,
1.57,22.685,
1.64,22.787,
1.71,22.888,
1.78,22.99,
1.81,23.091,
1.84,23.193,
1.89,23.295,
1.95,23.396,
2.03,23.499,
2.11,23.601,
2.16,23.701,
2.23,23.804,
2.31,23.905,
2.38,24.006,
2.45,24.109,
2.51,24.21,
2.56,24.312,
2.55,24.414,
2.54,24.515,
2.6,24.616,
2.69,24.719,
2.77,24.82,
2.84,24.922,
2.85,25.024,
2.79,25.125,
2.66,25.227,
2.53,25.329,
2.52,25.43,
2.59,25.532,
2.65,25.633,
2.6,25.735,
2.53,25.837,
2.56,25.938,
2.65,26.04,
2.7,26.142,
2.73,26.243,
2.76,26.345,
2.67,26.448,
2.54,26.548,
2.59,26.65,
2.67,26.752,
2.67,26.853,
2.7,26.955,
2.72,27.057,
2.65,27.158,
2.57,27.261,
2.49,27.362,
2.42,27.463,
2.39,27.566,
2.39,27.667,
2.35,27.769,
2.35,27.87,
2.41,27.971,
2.45,28.073,
2.45,28.176,
2.46,28.276,
2.47,28.378,
2.51,28.48,
2.58,28.581,
2.62,28.684,
2.68,28.786,
2.69,28.886,
2.69,28.989,
2.71,29.09,
2.73,29.192,
2.78,29.294,
2.83,29.395,
2.89,29.497,
2.93,29.599,
2.98,29.7,
2.95,29.801,
2.84,29.904,
2.67,30.005,
2.57,30.107,
2.59,30.209,
2.63,30.31,
2.68,30.412,
2.68,30.514,
2.58,30.615,
2.5,30.717,
2.5,30.818,
2.45,30.92,
2.45,31.022,
2.51,31.123,
2.52,31.226,
2.45,31.327,
2.41,31.428,
2.4,31.53,
2.24,31.633,
1.93,31.733,
1.67,31.835,
1.54,31.937,
1.52,32.038,
1.52,32.14,
1.49,32.242,
1.41,32.343,
1.31,32.445,
1.07,32.547,
0.94,32.648,
0.98,32.751,
1.01,32.852,
1.03,32.954,
1.07,33.055,
1.1,33.157,
1.09,33.258,
1.01,33.36,
0.96,33.461,
0.95,33.563,
0.9,33.665,
0.81,33.767,
0.77,33.869,
0.78,33.97,
0.8,34.071,
0.81,34.174,
0.81,34.275,
0.78,34.377,
0.76,34.479,
0.64,34.58,
0.54,34.682,
0.54,34.784,
0.53,34.885,
0.52,34.987,
0.53,35.089,
0.54,35.19,
0.54,35.292,
0.55,35.394,
0.53,35.495,
0.52,35.597,
0.52,35.698,
0.52,35.8,
0.51,35.902,
0.51,36.003,
0.52,36.105,
0.52,36.207,
0.53,36.308,
0.52,36.41,
0.49,36.512,
0.44,36.613,
0.4,36.715,
0.39,36.817,
0.39,36.918,
0.39,37.02,
0.4,37.122,
0.4,37.223,
0.39,37.325,
0.35,37.427,
0.29,37.528,
0.24,37.631,
0.21,37.732,
0.2,37.833,
0.21,37.936,
0.21,38.037,
0.21,38.138,
0.21,38.24,
0.22,38.342,
0.22,38.443,
0.22,38.546,
0.23,38.646,
0.23,38.748,
0.24,38.85,
0.24,38.952,
0.24,39.054,
0.25,39.155,
0.25,39.256,
0.26,39.359,
0.26,39.46,
0.26,39.561,
0.27,39.664,
0.27,39.765,
0.25,39.867,
0.2,39.969,
0.19,40.07,
0.17,40.171,
0.12,40.274,
0.09,40.374,
0.08,40.477,
0.08,40.579,
0.08,40.68,
0.09,40.782,
0.09,40.883,
0.09,40.985,
0.09,41.087,
0.09,41.188,
0.09,41.29,
0.09,41.392,
0.09,41.493,
0.09,41.595,
0.09,41.697,
0.09,41.798,
0.09,41.9,
0.09,42.002,
0.09,42.103,
0.09,42.206,
0.06,42.307,
0.03,42.408,
0.02,42.51,
0.02,42.612,
0.02,42.713,
0.02,42.816,
0.02,42.917,
0.02,43.018,
0.02,43.121,
0.03,43.221,
0.03,43.324,
0.03,43.425,
0.03,43.526,
0.03,43.628,
0.03,43.73,
0.03,43.831,
0.02,43.934,
0.01,44.035,
0,44.136,
0,44.239,
0,44.34,
-0.01,44.441,
0,44.544,
0,44.645,
-0.01,44.746,
0,44.849,
0,44.95,
-0.01,45.035,
-0.01,45.035,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.17,"  ""N"""
AvgNPeaks,3.04,"  ""N"""
PeakLoad,3.1,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0,
0,0,
0,0.001,
0,0.001,
0,0.001,
0,0.006,
0,0.029,
0,0.062,
0.02,0.11,
0.06,0.172,
0.05,0.245,
0.03,0.329,
0.03,0.427,
0.04,0.532,
0.03,0.634,
0.02,0.735,
0.02,0.837,
0.03,0.939,
0.03,1.04,
0.03,1.143,
0.04,1.243,
0.05,1.345,
0.06,1.448,
0.07,1.548,
0.08,1.651,
0.09,1.753,
0.11,1.853,
0.12,1.955,
0.15,2.057,
0.17,2.158,
0.2,2.261,
0.22,2.362,
0.25,2.463,
0.27,2.566,
0.3,2.667,
0.32,2.769,
0.35,2.871,
0.39,2.972,
0.42,3.074,
0.46,3.176,
0.48,3.276,
0.49,3.379,
0.5,3.481,
0.53,3.582,
0.55,3.684,
0.58,3.785,
0.59,3.886,
0.56,3.989,
0.53,4.09,
0.55,4.192,
0.6,4.295,
0.62,4.395,
0.59,4.497,
0.58,4.599,
0.59,4.7,
0.61,4.802,
0.65,4.904,
0.69,5.005,
0.71,5.107,
0.72,5.209,
0.72,5.31,
0.75,5.413,
0.79,5.514,
0.82,5.615,
0.84,5.718,
0.83,5.819,
0.81,5.92,
0.79,6.023,
0.81,6.124,
0.84,6.225,
0.89,6.327,
0.9,6.428,
0.8,6.53,
0.7,6.633,
0.71,6.733,
0.75,6.836,
0.79,6.937,
0.8,7.039,
0.77,7.141,
0.75,7.242,
0.76,7.343,
0.77,7.446,
0.79,7.547,
0.8,7.649,
0.74,7.751,
0.66,7.852,
0.64,7.954,
0.61,8.056,
0.61,8.157,
0.64,8.259,
0.67,8.361,
0.7,8.461,
0.73,8.564,
0.78,8.666,
0.83,8.767,
0.86,8.869,
0.9,8.97,
0.92,9.071,
0.96,9.174,
0.98,9.275,
0.99,9.377,
1.03,9.479,
1.07,9.58,
1.11,9.682,
1.14,9.784,
1.17,9.885,
1.19,9.987,
1.23,10.089,
1.25,10.189,
1.27,10.292,
1.3,10.393,
1.3,10.495,
1.32,10.598,
1.36,10.699,
1.39,10.8,
1.41,10.903,
1.39,11.004,
1.38,11.105,
1.35,11.208,
1.28,11.308,
1.24,11.41,
1.25,11.512,
1.29,11.613,
1.34,11.716,
1.37,11.818,
1.27,11.918,
1.17,12.021,
1.18,12.122,
1.18,12.224,
1.17,12.326,
1.2,12.427,
1.26,12.528,
1.25,12.631,
1.16,12.732,
1.05,12.833,
1.03,12.936,
1.07,13.036,
1.13,13.139,
1.19,13.241,
1.25,13.342,
1.3,13.444,
1.35,13.546,
1.39,13.646,
1.44,13.749,
1.49,13.851,
1.51,13.952,
1.51,14.054,
1.39,14.155,
1.27,14.256,
1.3,14.359,
1.36,14.46,
1.38,14.562,
1.4,14.664,
1.44,14.765,
1.47,14.867,
1.5,14.969,
1.54,15.07,
1.61,15.172,
1.7,15.274,
1.79,15.375,
1.88,15.477,
1.94,15.579,
1.98,15.68,
2.04,15.783,
2.11,15.884,
2.14,15.985,
2.17,16.088,
2.17,16.188,
2.13,16.29,
2.13,16.393,
2.16,16.493,
2.06,16.595,
1.83,16.698,
1.71,16.798,
1.7,16.901,
1.71,17.002,
1.78,17.103,
1.83,17.206,
1.78,17.307,
1.73,17.409,
1.78,17.511,
1.85,17.612,
1.92,17.713,
1.97,17.816,
1.97,17.917,
2,18.019,
2.07,18.121,
2.15,18.221,
2.19,18.324,
2.15,18.426,
2.15,18.527,
2.21,18.629,
2.27,18.731,
2.35,18.832,
2.42,18.934,
2.45,19.035,
2.4,19.137,
2.3,19.239,
2.23,19.34,
2.17,19.442,
2.1,19.545,
2.06,19.645,
2.09,19.747,
2.12,19.849,
2.13,19.95,
2.16,20.053,
2.23,20.154,
2.28,20.255,
2.07,20.357,
1.86,20.459,
1.86,20.56,
1.91,20.663,
2,20.763,
2.08,20.866,
2.14,20.967,
2.19,21.068,
2.26,21.17,
2.35,21.273,
2.42,21.373,
2.48,21.475,
2.55,21.577,
2.63,21.678,
2.67,21.78,
2.72,21.882,
2.81,21.983,
2.9,22.086,
2.9,22.187,
2.8,22.289,
2.73,22.391,
2.66,22.492,
2.56,22.594,
2.58,22.696,
2.67,22.797,
2.65,22.898,
2.59,23.001,
2.65,23.101,
2.74,23.204,
2.77,23.305,
2.76,23.407,
2.72,23.509,
2.65,23.611,
2.59,23.711,
2.56,23.814,
2.53,23.915,
2.54,24.017,
2.57,24.119,
2.56,24.22,
2.55,24.322,
2.53,24.424,
2.49,24.525,
2.5,24.627,
2.52,24.73,
2.52,24.83,
2.49,24.932,
2.52,25.034,
2.62,25.135,
2.73,25.238,
2.83,25.339,
2.9,25.44,
2.96,25.542,
2.99,25.644,
3.02,25.745,
3.05,25.848,
2.93,25.948,
2.8,26.051,
2.72,26.152,
2.68,26.254,
2.71,26.355,
2.78,26.458,
2.76,26.558,
2.66,26.66,
2.62,26.762,
2.62,26.863,
2.65,26.965,
2.74,27.067,
2.77,27.168,
2.72,27.271,
2.76,27.372,
2.87,27.474,
2.97,27.576,
3.05,27.677,
3.1,27.779,
3.08,27.881,
3.07,27.982,
3.06,28.083,
3.03,28.186,
3.02,28.286,
3.03,28.389,
3.1,28.491,
3.1,28.592,
2.93,28.694,
2.72,28.795,
2.62,28.896,
2.55,28.999,
2.46,29.101,
2.38,29.202,
2.38,29.304,
2.39,29.405,
2.27,29.507,
2.17,29.609,
2.18,29.71,
2.1,29.812,
1.87,29.914,
1.73,30.015,
1.72,30.117,
1.72,30.219,
1.67,30.32,
1.63,30.422,
1.59,30.524,
1.48,30.625,
1.28,30.727,
1.18,30.828,
1.18,30.93,
1.17,31.032,
1.12,31.133,
0.87,31.236,
0.65,31.338,
0.59,31.438,
0.56,31.54,
0.56,31.643,
0.57,31.743,
0.58,31.846,
0.6,31.948,
0.61,32.048,
0.61,32.15,
0.63,32.252,
0.61,32.353,
0.57,32.456,
0.56,32.557,
0.55,32.659,
0.49,32.761,
0.43,32.862,
0.4,32.964,
0.41,33.066,
0.42,33.167,
0.43,33.269,
0.44,33.371,
0.45,33.471,
0.43,33.574,
0.35,33.676,
0.29,33.777,
0.28,33.879,
0.3,33.98,
0.31,34.082,
0.32,34.184,
0.33,34.285,
0.34,34.387,
0.34,34.489,
0.34,34.59,
0.35,34.692,
0.36,34.794,
0.37,34.895,
0.37,34.997,
0.37,35.099,
0.35,35.2,
0.33,35.303,
0.34,35.404,
0.34,35.505,
0.34,35.607,
0.34,35.709,
0.35,35.81,
0.35,35.913,
0.32,36.014,
0.27,36.115,
0.26,36.217,
0.26,36.318,
0.26,36.421,
0.26,36.523,
0.27,36.623,
0.27,36.725,
0.27,36.827,
0.25,36.928,
0.2,37.031,
0.18,37.132,
0.18,37.233,
0.18,37.336,
0.18,37.437,
0.18,37.538,
0.18,37.641,
0.18,37.742,
0.18,37.843,
0.18,37.946,
0.19,38.047,
0.18,38.149,
0.19,38.251,
0.19,38.352,
0.19,38.454,
0.19,38.555,
0.19,38.657,
0.19,38.759,
0.19,38.86,
0.19,38.962,
0.19,39.064,
0.19,39.165,
0.19,39.267,
0.19,39.369,
0.2,39.47,
0.2,39.572,
0.2,39.674,
0.2,39.775,
0.2,39.877,
0.2,39.979,
0.2,40.08,
0.2,40.182,
0.2,40.284,
0.2,40.385,
0.2,40.488,
0.21,40.589,
0.21,40.69,
0.21,40.792,
0.21,40.894,
0.21,40.995,
0.21,41.098,
0.21,41.198,
0.21,41.3,
0.21,41.402,
0.21,41.503,
0.21,41.606,
0.21,41.708,
0.21,41.808,
0.21,41.91,
0.22,42.012,
0.21,42.113,
0.21,42.216,
0.22,42.317,
0.22,42.418,
0.22,42.521,
0.22,42.622,
0.22,42.723,
0.22,42.826,
0.22,42.927,
0.22,43.029,
0.22,43.131,
0.22,43.232,
0.22,43.334,
0.23,43.436,
0.23,43.536,
0.23,43.639,
0.23,43.741,
0.23,43.841,
0.17,43.944,
0.06,44.045,
0,44.147,
0,44.249,
0,44.35,
-0.01,44.452,
0,44.554,
0,44.655,
-0.01,44.757,
0,44.859,
0,44.96,
-0.01,45.038,
-0.01,45.038,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.04,"  ""N"""
AvgNPeaks,2.46,"  ""N"""
PeakLoad,2.67,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.001,
0.01,0.007,
0.01,0.032,
0.01,0.066,
0.03,0.116,
0.07,0.179,
0.06,0.252,
0.04,0.338,
0.04,0.437,
0.05,0.542,
0.05,0.644,
0.04,0.745,
0.05,0.848,
0.06,0.949,
0.07,1.05,
0.09,1.153,
0.1,1.254,
0.1,1.356,
0.11,1.458,
0.13,1.559,
0.14,1.661,
0.16,1.762,
0.18,1.864,
0.2,1.966,
0.22,2.067,
0.22,2.168,
0.22,2.271,
0.23,2.372,
0.24,2.474,
0.25,2.576,
0.27,2.677,
0.28,2.779,
0.3,2.881,
0.31,2.982,
0.31,3.084,
0.33,3.186,
0.36,3.286,
0.39,3.389,
0.41,3.491,
0.44,3.592,
0.46,3.694,
0.47,3.795,
0.48,3.896,
0.48,4,
0.44,4.101,
0.45,4.202,
0.47,4.304,
0.49,4.405,
0.53,4.508,
0.54,4.609,
0.52,4.71,
0.51,4.812,
0.55,4.914,
0.58,5.015,
0.55,5.117,
0.52,5.219,
0.53,5.321,
0.55,5.423,
0.56,5.524,
0.56,5.625,
0.57,5.728,
0.58,5.829,
0.56,5.93,
0.55,6.033,
0.58,6.133,
0.6,6.235,
0.63,6.338,
0.64,6.438,
0.6,6.541,
0.59,6.643,
0.57,6.743,
0.54,6.846,
0.51,6.947,
0.51,7.049,
0.54,7.151,
0.56,7.252,
0.57,7.353,
0.56,7.456,
0.57,7.557,
0.6,7.659,
0.63,7.761,
0.66,7.862,
0.68,7.964,
0.7,8.066,
0.71,8.167,
0.72,8.269,
0.73,8.371,
0.71,8.472,
0.68,8.574,
0.68,8.676,
0.72,8.777,
0.75,8.879,
0.77,8.98,
0.75,9.082,
0.75,9.185,
0.77,9.285,
0.81,9.387,
0.86,9.489,
0.86,9.59,
0.86,9.693,
0.88,9.794,
0.89,9.895,
0.89,9.997,
0.9,10.099,
0.95,10.2,
1.01,10.303,
1.06,10.404,
1.06,10.506,
1.06,10.608,
1.06,10.709,
0.98,10.81,
0.86,10.913,
0.86,11.014,
0.9,11.115,
0.94,11.218,
0.97,11.318,
1,11.42,
1,11.523,
0.99,11.623,
0.99,11.726,
1.03,11.827,
1.1,11.929,
1.15,12.031,
1.17,12.132,
1.17,12.234,
1.19,12.336,
1.23,12.437,
1.22,12.539,
1.18,12.641,
1.16,12.742,
1.1,12.844,
1.06,12.946,
1.08,13.047,
1.13,13.149,
1.19,13.251,
1.24,13.352,
1.26,13.454,
1.24,13.556,
1.15,13.657,
1.07,13.759,
1.09,13.861,
1.15,13.962,
1.22,14.064,
1.29,14.165,
1.34,14.267,
1.4,14.37,
1.47,14.47,
1.53,14.572,
1.61,14.674,
1.68,14.775,
1.73,14.878,
1.79,14.979,
1.84,15.08,
1.82,15.183,
1.83,15.284,
1.87,15.385,
1.94,15.488,
2.02,15.588,
2.08,15.691,
2.1,15.793,
2.12,15.894,
2.1,15.995,
2.03,16.098,
1.99,16.198,
1.92,16.3,
1.78,16.403,
1.71,16.503,
1.65,16.606,
1.58,16.708,
1.49,16.808,
1.4,16.911,
1.39,17.012,
1.43,17.114,
1.44,17.216,
1.39,17.317,
1.34,17.419,
1.33,17.521,
1.33,17.622,
1.28,17.724,
1.29,17.826,
1.35,17.926,
1.36,18.029,
1.38,18.131,
1.42,18.232,
1.38,18.334,
1.18,18.436,
1.05,18.537,
1.08,18.639,
1.12,18.741,
1.13,18.842,
1.15,18.944,
1.2,19.045,
1.23,19.147,
1.27,19.249,
1.29,19.35,
1.29,19.452,
1.28,19.555,
1.29,19.655,
1.31,19.757,
1.33,19.859,
1.37,19.96,
1.4,20.062,
1.41,20.164,
1.43,20.265,
1.47,20.367,
1.5,20.469,
1.47,20.57,
1.46,20.673,
1.47,20.773,
1.44,20.876,
1.44,20.977,
1.48,21.079,
1.52,21.18,
1.42,21.283,
1.14,21.383,
0.97,21.485,
0.98,21.588,
1.02,21.688,
1.08,21.791,
1.1,21.892,
1.1,21.993,
1.13,22.096,
1.19,22.197,
1.26,22.299,
1.35,22.401,
1.43,22.502,
1.49,22.604,
1.55,22.706,
1.63,22.807,
1.7,22.909,
1.76,23.011,
1.83,23.111,
1.88,23.214,
1.92,23.316,
1.93,23.417,
1.97,23.519,
2.03,23.62,
2.09,23.722,
2.11,23.824,
2.09,23.926,
2.03,24.027,
1.96,24.129,
1.87,24.23,
1.87,24.332,
1.96,24.434,
2.03,24.535,
2.05,24.637,
2.06,24.74,
2.11,24.84,
2.14,24.943,
2.14,25.044,
2.14,25.145,
2.15,25.248,
2.1,25.349,
2.07,25.45,
2.1,25.553,
2.14,25.654,
2.17,25.755,
2.25,25.858,
2.34,25.958,
2.41,26.061,
2.46,26.163,
2.51,26.263,
2.56,26.365,
2.56,26.468,
2.54,26.569,
2.57,26.671,
2.6,26.773,
2.58,26.873,
2.61,26.976,
2.67,27.077,
2.66,27.179,
2.52,27.281,
2.3,27.382,
2.24,27.484,
2.3,27.586,
2.39,27.687,
2.46,27.789,
2.5,27.891,
2.42,27.992,
2.3,28.094,
2.31,28.196,
2.37,28.297,
2.4,28.399,
2.37,28.501,
2.39,28.602,
2.42,28.704,
2.39,28.805,
2.25,28.907,
2.12,29.009,
2.1,29.11,
2.16,29.212,
2.23,29.314,
2.26,29.415,
2.25,29.517,
2.24,29.619,
2.21,29.72,
2.22,29.822,
2.24,29.925,
2.1,30.025,
1.88,30.127,
1.76,30.229,
1.65,30.33,
1.61,30.432,
1.63,30.534,
1.65,30.635,
1.68,30.738,
1.72,30.838,
1.76,30.94,
1.8,31.043,
1.78,31.143,
1.61,31.246,
1.48,31.348,
1.5,31.448,
1.54,31.551,
1.58,31.653,
1.56,31.753,
1.51,31.856,
1.47,31.957,
1.32,32.058,
1.08,32.161,
1.01,32.262,
1.03,32.363,
1.06,32.466,
1.09,32.567,
1.11,32.669,
1.12,32.771,
1.09,32.872,
1.05,32.974,
1.06,33.076,
1.06,33.177,
1.07,33.279,
1.08,33.381,
1.1,33.482,
1.11,33.584,
1.12,33.685,
1.1,33.787,
1.06,33.889,
1.06,33.99,
1.09,34.092,
1.1,34.195,
1.11,34.295,
1.13,34.397,
1.15,34.499,
1.17,34.6,
1.18,34.702,
1.19,34.804,
1.2,34.905,
1.22,35.007,
1.23,35.109,
1.25,35.21,
1.26,35.312,
1.28,35.414,
1.29,35.515,
1.3,35.617,
1.27,35.719,
1.23,35.82,
1.1,35.923,
0.86,36.023,
0.71,36.125,
0.62,36.228,
0.56,36.328,
0.56,36.431,
0.57,36.533,
0.57,36.633,
0.58,36.735,
0.57,36.838,
0.56,36.938,
0.56,37.041,
0.56,37.142,
0.56,37.243,
0.57,37.346,
0.56,37.447,
0.54,37.548,
0.54,37.651,
0.54,37.752,
0.45,37.854,
0.33,37.956,
0.28,38.057,
0.28,38.159,
0.29,38.261,
0.29,38.362,
0.29,38.464,
0.29,38.566,
0.25,38.667,
0.2,38.769,
0.19,38.87,
0.19,38.972,
0.19,39.074,
0.19,39.175,
0.19,39.277,
0.19,39.379,
0.2,39.48,
0.19,39.582,
0.2,39.685,
0.2,39.785,
0.2,39.887,
0.2,39.989,
0.19,40.09,
0.19,40.192,
0.19,40.294,
0.19,40.395,
0.19,40.498,
0.2,40.599,
0.2,40.701,
0.2,40.802,
0.2,40.904,
0.17,41.005,
0.13,41.108,
0.12,41.208,
0.12,41.311,
0.12,41.413,
0.12,41.513,
0.12,41.616,
0.12,41.717,
0.12,41.819,
0.12,41.921,
0.12,42.023,
0.12,42.123,
0.12,42.226,
0.13,42.327,
0.12,42.429,
0.13,42.531,
0.13,42.632,
0.13,42.733,
0.13,42.836,
0.13,42.937,
0.13,43.039,
0.13,43.141,
0.13,43.242,
0.13,43.344,
0.13,43.445,
0.13,43.547,
0.13,43.649,
0.13,43.75,
0.13,43.852,
0.13,43.954,
0.13,44.055,
0.13,44.158,
0.13,44.259,
0.13,44.36,
0.13,44.462,
0.14,44.564,
0.14,44.665,
0.13,44.767,
0.14,44.87,
0.14,44.97,
0.13,45.04,
0.13,45.04,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.19,"  ""N"""
AvgNPeaks,3.22,"  ""N"""
PeakLoad,3.37,"  ""N"""
PeelEnd,403,"  """""
PeelStart,39,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.003,
0,0.021,
0,0.051,
0.01,0.094,
0.05,0.152,
0.06,0.222,
0.03,0.303,
0.03,0.396,
0.03,0.5,
0.03,0.604,
0.01,0.705,
0.01,0.807,
0.01,0.909,
0.01,1.01,
0.01,1.112,
0.02,1.213,
0.02,1.314,
0.02,1.417,
0.02,1.518,
0.02,1.62,
0.03,1.722,
0.03,1.823,
0.03,1.925,
0.04,2.027,
0.04,2.128,
0.05,2.23,
0.06,2.332,
0.06,2.433,
0.06,2.535,
0.07,2.637,
0.08,2.738,
0.09,2.84,
0.1,2.942,
0.11,3.043,
0.12,3.146,
0.13,3.246,
0.12,3.348,
0.13,3.45,
0.15,3.551,
0.15,3.653,
0.16,3.755,
0.17,3.856,
0.18,3.958,
0.2,4.06,
0.21,4.161,
0.22,4.264,
0.24,4.365,
0.26,4.467,
0.28,4.568,
0.31,4.67,
0.34,4.771,
0.36,4.874,
0.39,4.974,
0.4,5.076,
0.41,5.178,
0.39,5.279,
0.37,5.382,
0.38,5.484,
0.41,5.584,
0.44,5.687,
0.47,5.788,
0.47,5.89,
0.48,5.992,
0.5,6.093,
0.49,6.195,
0.45,6.297,
0.46,6.398,
0.48,6.5,
0.51,6.602,
0.53,6.703,
0.55,6.805,
0.57,6.907,
0.56,7.008,
0.55,7.11,
0.56,7.212,
0.58,7.313,
0.6,7.415,
0.59,7.516,
0.59,7.618,
0.61,7.72,
0.62,7.821,
0.61,7.923,
0.59,8.025,
0.59,8.126,
0.6,8.228,
0.61,8.331,
0.64,8.431,
0.64,8.533,
0.64,8.635,
0.66,8.736,
0.69,8.838,
0.71,8.94,
0.71,9.041,
0.7,9.143,
0.73,9.245,
0.76,9.347,
0.81,9.449,
0.85,9.55,
0.87,9.652,
0.89,9.753,
0.94,9.855,
0.97,9.956,
0.99,10.059,
0.99,10.159,
0.93,10.261,
0.91,10.363,
0.94,10.464,
0.98,10.567,
1.03,10.669,
1.04,10.769,
1.04,10.872,
1.07,10.974,
1.12,11.075,
1.16,11.177,
1.13,11.278,
1.07,11.38,
1.08,11.482,
1.13,11.583,
1.18,11.684,
1.19,11.787,
1.16,11.888,
1.1,11.99,
1.1,12.092,
1.14,12.193,
1.2,12.295,
1.26,12.397,
1.31,12.498,
1.3,12.6,
1.26,12.702,
1.19,12.803,
1.17,12.905,
1.22,13.006,
1.27,13.109,
1.32,13.21,
1.36,13.311,
1.38,13.413,
1.39,13.515,
1.41,13.616,
1.44,13.718,
1.5,13.82,
1.56,13.921,
1.61,14.023,
1.64,14.125,
1.67,14.226,
1.7,14.328,
1.69,14.43,
1.61,14.532,
1.49,14.634,
1.45,14.734,
1.45,14.837,
1.48,14.939,
1.54,15.04,
1.58,15.141,
1.55,15.244,
1.47,15.344,
1.43,15.447,
1.46,15.548,
1.5,15.649,
1.54,15.752,
1.58,15.853,
1.54,15.954,
1.44,16.057,
1.41,16.158,
1.42,16.26,
1.43,16.362,
1.45,16.463,
1.45,16.565,
1.32,16.667,
1.18,16.768,
1.14,16.87,
1.18,16.972,
1.22,17.073,
1.28,17.175,
1.33,17.277,
1.36,17.378,
1.38,17.48,
1.41,17.582,
1.43,17.683,
1.44,17.785,
1.48,17.886,
1.52,17.987,
1.55,18.09,
1.53,18.191,
1.49,18.293,
1.48,18.396,
1.43,18.496,
1.38,18.598,
1.37,18.7,
1.37,18.801,
1.35,18.903,
1.31,19.005,
1.3,19.106,
1.27,19.208,
1.22,19.31,
1.23,19.411,
1.27,19.514,
1.29,19.615,
1.32,19.716,
1.36,19.819,
1.41,19.92,
1.46,20.022,
1.5,20.124,
1.5,20.225,
1.45,20.326,
1.41,20.429,
1.44,20.529,
1.44,20.632,
1.34,20.733,
1.29,20.834,
1.32,20.937,
1.36,21.038,
1.41,21.139,
1.44,21.242,
1.42,21.343,
1.41,21.444,
1.43,21.547,
1.45,21.648,
1.45,21.75,
1.41,21.852,
1.41,21.953,
1.45,22.055,
1.48,22.157,
1.5,22.258,
1.49,22.36,
1.47,22.462,
1.5,22.563,
1.58,22.665,
1.67,22.767,
1.72,22.868,
1.74,22.97,
1.79,23.071,
1.82,23.173,
1.83,23.275,
1.87,23.376,
1.93,23.479,
1.99,23.58,
2.06,23.681,
2.13,23.783,
2.2,23.885,
2.27,23.986,
2.32,24.088,
2.29,24.19,
2.22,24.291,
2.22,24.393,
2.26,24.495,
2.29,24.596,
2.29,24.699,
2.24,24.8,
