BeginAnalysis,,
_AnalysisName," ""Run101620-1_Material X_Analysis 94623.mss""",
_MethodName," ""Method 123468_06-Peel Strength.msm""",
InitialSpeed,305,"  ""mm/min"""
DataRate,50,"  ""Hz"""
EndPoint,40,"  ""mm"""
GageLength,50,"  ""mm"""
PeelEndExt,40,"  ""mm"""
StartPoint,3,"  ""mm"""
BeginSample,,
AverageLoad,0.91,"  ""N"""
AvgNPeaks,2.23,"  ""N"""
PeakLoad,2.58,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0.001,
0,0,
0,0,
0,0.001,
0,0.004,
0,0.022,
0,0.053,
0.01,0.096,
0.05,0.156,
0.06,0.226,
0.03,0.307,
0.03,0.401,
0.03,0.505,
0.03,0.609,
0.01,0.71,
0.01,0.812,
0.01,0.913,
0.01,1.015,
0.02,1.117,
0.02,1.218,
0.02,1.32,
0.02,1.423,
0.02,1.523,
0.02,1.625,
0.03,1.727,
0.03,1.828,
0.03,1.93,
0.04,2.032,
0.04,2.133,
0.04,2.235,
0.05,2.337,
0.05,2.438,
0.05,2.54,
0.06,2.641,
0.07,2.743,
0.07,2.845,
0.08,2.947,
0.09,3.048,
0.11,3.151,
0.13,3.251,
0.14,3.353,
0.16,3.456,
0.19,3.556,
0.21,3.658,
0.21,3.76,
0.2,3.861,
0.22,3.963,
0.23,4.065,
0.24,4.166,
0.24,4.269,
0.26,4.37,
0.27,4.472,
0.27,4.574,
0.28,4.675,
0.29,4.776,
0.32,4.879,
0.36,4.979,
0.4,5.082,
0.43,5.184,
0.46,5.285,
0.47,5.387,
0.5,5.489,
0.52,5.589,
0.52,5.692,
0.53,5.794,
0.55,5.895,
0.58,5.997,
0.61,6.098,
0.64,6.2,
0.65,6.302,
0.68,6.403,
0.72,6.505,
0.75,6.607,
0.75,6.708,
0.75,6.81,
0.75,6.912,
0.73,7.013,
0.72,7.115,
0.76,7.217,
0.8,7.318,
0.84,7.42,
0.85,7.522,
0.83,7.623,
0.83,7.725,
0.88,7.826,
0.91,7.929,
0.93,8.03,
0.92,8.131,
0.85,8.233,
0.79,8.336,
0.78,8.436,
0.79,8.538,
0.82,8.641,
0.84,8.741,
0.84,8.843,
0.82,8.945,
0.76,9.046,
0.75,9.148,
0.77,9.25,
0.81,9.352,
0.83,9.454,
0.83,9.555,
0.82,9.657,
0.83,9.759,
0.86,9.86,
0.86,9.961,
0.85,10.064,
0.87,10.164,
0.87,10.267,
0.89,10.369,
0.93,10.469,
0.95,10.572,
0.97,10.674,
1,10.774,
1.01,10.877,
1,10.979,
1.01,11.08,
1.03,11.182,
1.04,11.283,
1.06,11.385,
1.13,11.487,
1.2,11.588,
1.25,11.69,
1.28,11.792,
1.27,11.893,
1.24,11.995,
1.27,12.097,
1.31,12.198,
1.33,12.3,
1.36,12.402,
1.39,12.503,
1.43,12.606,
1.48,12.707,
1.52,12.808,
1.57,12.91,
1.62,13.011,
1.64,13.114,
1.68,13.216,
1.7,13.316,
1.7,13.418,
1.66,13.52,
1.54,13.621,
1.39,13.724,
1.35,13.825,
1.37,13.926,
1.38,14.028,
1.32,14.13,
1.25,14.231,
1.24,14.334,
1.27,14.435,
1.31,14.537,
1.35,14.639,
1.35,14.739,
1.25,14.842,
1.04,14.944,
0.87,15.045,
0.84,15.146,
0.89,15.249,
0.93,15.349,
0.97,15.452,
1,15.553,
0.97,15.655,
0.97,15.757,
0.99,15.858,
1,15.96,
1.01,16.062,
0.94,16.163,
0.86,16.265,
0.87,16.367,
0.91,16.468,
0.94,16.57,
0.97,16.672,
0.96,16.773,
0.96,16.875,
0.97,16.977,
0.96,17.078,
0.97,17.18,
1.01,17.282,
1.05,17.383,
1.05,17.485,
1.01,17.587,
0.94,17.688,
0.92,17.79,
0.92,17.891,
0.92,17.993,
0.93,18.096,
0.94,18.196,
0.99,18.299,
1.05,18.401,
1.11,18.501,
1.15,18.603,
1.17,18.705,
1.21,18.806,
1.24,18.909,
1.26,19.01,
1.28,19.111,
1.27,19.213,
1.26,19.315,
1.27,19.416,
1.3,19.519,
1.28,19.62,
1.28,19.721,
1.32,19.823,
1.34,19.925,
1.35,20.027,
1.39,20.129,
1.43,20.23,
1.49,20.331,
1.55,20.433,
1.58,20.534,
1.58,20.637,
1.6,20.738,
1.63,20.839,
1.63,20.942,
1.63,21.044,
1.65,21.144,
1.64,21.247,
1.47,21.348,
1.36,21.45,
1.4,21.552,
1.42,21.653,
1.44,21.755,
1.47,21.857,
1.47,21.958,
1.45,22.06,
1.38,22.162,
1.35,22.263,
1.38,22.365,
1.42,22.467,
1.45,22.568,
1.47,22.67,
1.42,22.772,
1.37,22.873,
1.39,22.975,
1.44,23.076,
1.48,23.178,
1.44,23.28,
1.39,23.381,
1.37,23.484,
1.34,23.585,
1.36,23.686,
1.4,23.788,
1.36,23.891,
1.28,23.991,
1.32,24.094,
1.36,24.195,
1.36,24.296,
1.31,24.399,
1.2,24.5,
1.16,24.601,
1.2,24.704,
1.22,24.805,
1.16,24.906,
1.12,25.009,
1.13,25.11,
1.12,25.212,
1.14,25.314,
1.18,25.414,
1.23,25.517,
1.28,25.619,
1.32,25.719,
1.35,25.822,
1.38,25.923,
1.38,26.025,
1.38,26.127,
1.41,26.228,
1.44,26.33,
1.48,26.432,
1.51,26.533,
1.48,26.635,
1.45,26.737,
1.44,26.838,
1.42,26.94,
1.37,27.042,
1.36,27.143,
1.4,27.245,
1.46,27.347,
1.53,27.448,
1.59,27.55,
1.64,27.652,
1.65,27.753,
1.64,27.855,
1.65,27.957,
1.68,28.058,
1.72,28.16,
1.78,28.261,
1.8,28.363,
1.82,28.466,
1.87,28.566,
1.93,28.668,
1.99,28.77,
2.07,28.871,
2.17,28.974,
2.27,29.075,
2.34,29.176,
2.39,29.279,
2.47,29.38,
2.56,29.481,
2.6,29.584,
2.62,29.685,
2.65,29.786,
2.69,29.889,
2.77,29.99,
2.85,30.092,
2.86,30.194,
2.68,30.295,
2.41,30.397,
2.32,30.498,
2.37,30.6,
2.37,30.702,
2.35,30.803,
2.32,30.904,
2.28,31.007,
2.26,31.108,
2.2,31.21,
1.96,31.312,
1.72,31.413,
1.67,31.514,
1.71,31.617,
1.74,31.718,
1.74,31.82,
1.68,31.922,
1.62,32.023,
1.61,32.125,
1.53,32.227,
1.31,32.328,
1.2,32.43,
1.25,32.532,
1.29,32.633,
1.3,32.735,
1.28,32.837,
1.26,32.939,
1.27,33.04,
1.3,33.141,
1.31,33.243,
1.29,33.345,
1.28,33.446,
1.25,33.548,
1.23,33.65,
1.25,33.751,
1.25,33.853,
1.23,33.955,
1.18,34.056,
1.18,34.159,
1.19,34.26,
1.15,34.361,
1.14,34.464,
1.13,34.565,
1.1,34.667,
1.05,34.768,
1.02,34.869,
1.01,34.971,
0.96,35.074,
0.84,35.175,
0.78,35.277,
0.78,35.379,
0.8,35.479,
0.82,35.582,
0.81,35.683,
0.68,35.785,
0.53,35.887,
0.48,35.988,
0.47,36.089,
0.48,36.192,
0.49,36.293,
0.5,36.395,
0.51,36.497,
0.51,36.598,
0.52,36.7,
0.53,36.802,
0.54,36.903,
0.51,37.005,
0.5,37.107,
0.52,37.208,
0.53,37.31,
0.54,37.412,
0.55,37.513,
0.55,37.615,
0.54,37.717,
0.49,37.818,
0.46,37.92,
0.46,38.022,
0.45,38.124,
0.46,38.225,
0.42,38.326,
0.37,38.428,
0.35,38.53,
0.35,38.631,
0.35,38.733,
0.36,38.835,
0.36,38.936,
0.36,39.039,
0.36,39.14,
0.36,39.241,
0.37,39.344,
0.37,39.445,
0.37,39.546,
0.38,39.649,
0.38,39.75,
0.36,39.852,
0.31,39.953,
0.3,40.055,
0.3,40.156,
0.3,40.259,
0.31,40.36,
0.3,40.462,
0.31,40.563,
0.31,40.665,
0.31,40.767,
0.31,40.869,
0.32,40.97,
0.32,41.072,
0.26,41.173,
0.11,41.275,
0.04,41.377,
0.04,41.478,
0.03,41.58,
0.04,41.682,
0.04,41.783,
0.04,41.885,
0.04,41.987,
0.04,42.088,
0.04,42.19,
0.04,42.292,
0.04,42.393,
0.04,42.495,
0.02,42.597,
0,42.698,
0,42.8,
0,42.901,
0,43.003,
0,43.105,
0,43.206,
0,43.308,
0,43.41,
0,43.511,
0,43.613,
0,43.715,
0,43.816,
0,43.918,
0,44.02,
0,44.121,
0,44.224,
0,44.325,
0,44.426,
0,44.529,
0,44.63,
0,44.731,
0,44.834,
0,44.935,
0,45.028,
0,45.028,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,0.8,"  ""N"""
AvgNPeaks,2.33,"  ""N"""
PeakLoad,2.53,"  ""N"""
PeelEnd,401,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.001,
0,0.004,
0,0.022,
0,0.053,
0.01,0.097,
0.05,0.156,
0.05,0.226,
0.03,0.307,
0.03,0.401,
0.03,0.505,
0.03,0.609,
0.01,0.71,
0.01,0.812,
0.01,0.913,
0.01,1.015,
0.02,1.117,
0.02,1.218,
0.02,1.32,
0.02,1.422,
0.03,1.523,
0.03,1.625,
0.03,1.727,
0.04,1.828,
0.04,1.93,
0.05,2.032,
0.06,2.133,
0.06,2.235,
0.07,2.337,
0.08,2.438,
0.09,2.54,
0.11,2.641,
0.12,2.743,
0.15,2.846,
0.17,2.947,
0.19,3.048,
0.21,3.151,
0.23,3.251,
0.25,3.353,
0.29,3.456,
0.31,3.556,
0.32,3.658,
0.29,3.76,
0.26,3.861,
0.27,3.964,
0.29,4.065,
0.31,4.166,
0.33,4.269,
0.34,4.37,
0.35,4.472,
0.37,4.574,
0.38,4.675,
0.36,4.776,
0.31,4.879,
0.3,4.979,
0.31,5.082,
0.33,5.184,
0.34,5.284,
0.36,5.387,
0.38,5.489,
0.4,5.589,
0.42,5.692,
0.43,5.794,
0.39,5.895,
0.38,5.997,
0.38,6.098,
0.36,6.2,
0.33,6.302,
0.28,6.403,
0.27,6.505,
0.29,6.607,
0.31,6.708,
0.33,6.81,
0.35,6.912,
0.37,7.013,
0.38,7.115,
0.39,7.217,
0.38,7.318,
0.38,7.42,
0.39,7.522,
0.36,7.623,
0.34,7.725,
0.35,7.826,
0.37,7.929,
0.39,8.03,
0.39,8.131,
0.39,8.233,
0.41,8.336,
0.42,8.436,
0.43,8.538,
0.45,8.641,
0.47,8.741,
0.49,8.843,
0.52,8.945,
0.53,9.046,
0.53,9.148,
0.55,9.25,
0.58,9.352,
0.62,9.454,
0.65,9.555,
0.68,9.657,
0.69,9.759,
0.69,9.86,
0.68,9.961,
0.65,10.064,
0.65,10.164,
0.67,10.267,
0.67,10.369,
0.63,10.469,
0.59,10.572,
0.59,10.673,
0.6,10.774,
0.62,10.877,
0.67,10.979,
0.7,11.08,
0.72,11.182,
0.74,11.283,
0.77,11.385,
0.82,11.487,
0.87,11.588,
0.92,11.69,
0.97,11.792,
0.98,11.893,
0.9,11.995,
0.77,12.097,
0.74,12.198,
0.72,12.3,
0.67,12.402,
0.65,12.503,
0.67,12.605,
0.71,12.707,
0.74,12.808,
0.7,12.911,
0.59,13.011,
0.57,13.114,
0.6,13.215,
0.63,13.316,
0.65,13.418,
0.66,13.52,
0.67,13.621,
0.67,13.723,
0.67,13.825,
0.67,13.926,
0.66,14.028,
0.65,14.13,
0.66,14.231,
0.63,14.334,
0.56,14.435,
0.46,14.537,
0.37,14.639,
0.37,14.74,
0.38,14.842,
0.4,14.944,
0.42,15.045,
0.43,15.146,
0.44,15.249,
0.46,15.349,
0.48,15.452,
0.5,15.553,
0.52,15.654,
0.54,15.757,
0.57,15.858,
0.6,15.96,
0.62,16.062,
0.63,16.163,
0.62,16.265,
0.64,16.367,
0.68,16.468,
0.7,16.57,
0.72,16.672,
0.75,16.773,
0.8,16.875,
0.85,16.977,
0.9,17.078,
0.96,17.18,
1.01,17.282,
1.06,17.383,
1.1,17.485,
1.15,17.587,
1.2,17.688,
1.24,17.79,
1.28,17.891,
1.34,17.993,
1.4,18.095,
1.44,18.196,
1.47,18.298,
1.53,18.401,
1.56,18.501,
1.56,18.603,
1.59,18.705,
1.63,18.806,
1.68,18.908,
1.74,19.01,
1.79,19.111,
1.83,19.213,
1.89,19.315,
1.9,19.416,
1.87,19.519,
1.9,19.62,
1.94,19.721,
1.97,19.824,
2,19.925,
1.98,20.027,
1.87,20.129,
1.8,20.23,
1.85,20.331,
1.91,20.434,
1.98,20.534,
2.01,20.637,
1.96,20.738,
1.92,20.84,
1.96,20.942,
1.87,21.043,
1.54,21.145,
1.35,21.247,
1.37,21.348,
1.42,21.45,
1.45,21.552,
1.49,21.653,
1.51,21.755,
1.53,21.857,
1.51,21.958,
1.5,22.06,
1.54,22.162,
1.54,22.263,
1.52,22.365,
1.55,22.467,
1.58,22.568,
1.61,22.67,
1.67,22.772,
1.74,22.873,
1.78,22.975,
1.79,23.076,
1.75,23.178,
1.7,23.28,
1.68,23.381,
1.69,23.484,
1.72,23.585,
1.72,23.686,
1.72,23.788,
1.68,23.891,
1.64,23.991,
1.68,24.093,
1.76,24.195,
1.85,24.296,
1.88,24.399,
1.8,24.5,
1.72,24.601,
1.69,24.704,
1.72,24.805,
1.78,24.907,
1.85,25.009,
1.91,25.109,
1.97,25.212,
2.01,25.314,
2.01,25.414,
1.99,25.517,
1.98,25.619,
2,25.719,
2.08,25.822,
2.16,25.923,
2.19,26.025,
2.17,26.127,
2.18,26.228,
2.23,26.33,
2.23,26.432,
2.21,26.533,
2.25,26.635,
2.29,26.737,
2.3,26.838,
2.33,26.94,
2.4,27.042,
2.47,27.143,
2.51,27.245,
2.44,27.347,
2.43,27.448,
2.49,27.55,
2.53,27.652,
2.53,27.753,
2.47,27.855,
2.42,27.957,
2.39,28.058,
2.37,28.16,
2.38,28.261,
2.36,28.363,
2.35,28.465,
2.36,28.566,
2.28,28.669,
2.21,28.77,
2.15,28.871,
2.06,28.973,
2.07,29.075,
2.08,29.176,
2.01,29.279,
1.89,29.38,
1.81,29.481,
1.8,29.584,
1.79,29.685,
1.79,29.786,
1.81,29.889,
1.85,29.99,
1.88,30.092,
1.92,30.194,
1.92,30.295,
1.85,30.397,
1.8,30.498,
1.73,30.6,
1.63,30.702,
1.57,30.803,
1.56,30.904,
1.6,31.007,
1.66,31.108,
1.68,31.21,
1.55,31.312,
1.23,31.413,
0.91,31.515,
0.82,31.617,
0.83,31.718,
0.83,31.82,
0.79,31.922,
0.77,32.023,
0.79,32.125,
0.8,32.227,
0.79,32.328,
0.7,32.43,
0.59,32.532,
0.56,32.633,
0.57,32.735,
0.58,32.837,
0.6,32.938,
0.61,33.04,
0.58,33.141,
0.55,33.243,
0.56,33.345,
0.57,33.446,
0.55,33.548,
0.52,33.65,
0.46,33.751,
0.43,33.854,
0.43,33.955,
0.42,34.056,
0.42,34.159,
0.43,34.26,
0.4,34.361,
0.33,34.464,
0.3,34.565,
0.3,34.667,
0.3,34.769,
0.27,34.87,
0.24,34.971,
0.24,35.074,
0.24,35.175,
0.24,35.277,
0.24,35.378,
0.24,35.48,
0.23,35.582,
0.23,35.684,
0.22,35.785,
0.22,35.887,
0.23,35.988,
0.21,36.089,
0.16,36.192,
0.13,36.293,
0.12,36.395,
0.12,36.497,
0.13,36.598,
0.13,36.7,
0.13,36.802,
0.13,36.903,
0.13,37.005,
0.13,37.107,
0.12,37.208,
0.1,37.31,
0.08,37.412,
0.08,37.513,
0.08,37.615,
0.09,37.717,
0.08,37.818,
0.08,37.92,
0.09,38.022,
0.09,38.123,
0.09,38.225,
0.09,38.326,
0.09,38.428,
0.09,38.53,
0.09,38.631,
0.09,38.733,
0.1,38.835,
0.1,38.936,
0.09,39.039,
0.1,39.14,
0.1,39.241,
0.1,39.344,
0.1,39.445,
0.1,39.546,
0.1,39.649,
0.1,39.75,
0.1,39.852,
0.1,39.953,
0.1,40.054,
0.1,40.156,
0.1,40.259,
0.1,40.36,
0.1,40.462,
0.1,40.563,
0.1,40.665,
0.1,40.767,
0.1,40.869,
0.1,40.97,
0.1,41.072,
0.1,41.173,
0.1,41.275,
0.1,41.377,
0.1,41.478,
0.1,41.58,
0.1,41.682,
0.09,41.783,
0.04,41.885,
0,41.987,
0,42.088,
-0.01,42.19,
-0.01,42.292,
-0.01,42.393,
-0.01,42.495,
0,42.597,
-0.01,42.698,
-0.01,42.8,
-0.01,42.902,
-0.01,43.003,
-0.01,43.105,
0,43.206,
-0.01,43.309,
-0.01,43.41,
-0.01,43.511,
-0.01,43.613,
-0.01,43.715,
0,43.816,
-0.01,43.919,
0,44.02,
-0.01,44.121,
-0.01,44.224,
0,44.325,
-0.01,44.426,
-0.01,44.529,
0,44.63,
-0.01,44.731,
-0.01,44.834,
0,44.935,
-0.01,45.028,
-0.01,45.028,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,1.06,"  ""N"""
AvgNPeaks,2.84,"  ""N"""
PeakLoad,3.14,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0.001,
0,0,
0.01,0,
0.01,0.001,
0.01,0.003,
0.01,0.017,
0.01,0.046,
0.01,0.086,
0.04,0.143,
0.06,0.211,
0.04,0.29,
0.03,0.381,
0.03,0.484,
0.03,0.589,
0.02,0.69,
0.01,0.792,
0.02,0.893,
0.02,0.994,
0.02,1.097,
0.02,1.198,
0.02,1.299,
0.03,1.402,
0.03,1.503,
0.03,1.605,
0.03,1.707,
0.04,1.808,
0.04,1.91,
0.05,2.012,
0.05,2.113,
0.05,2.214,
0.06,2.317,
0.07,2.417,
0.07,2.52,
0.09,2.621,
0.09,2.723,
0.11,2.825,
0.12,2.926,
0.14,3.028,
0.16,3.13,
0.19,3.231,
0.21,3.333,
0.24,3.435,
0.26,3.536,
0.28,3.638,
0.31,3.74,
0.32,3.841,
0.31,3.943,
0.32,4.045,
0.34,4.146,
0.38,4.249,
0.41,4.35,
0.43,4.451,
0.46,4.553,
0.49,4.655,
0.47,4.756,
0.44,4.858,
0.44,4.959,
0.45,5.061,
0.47,5.164,
0.49,5.264,
0.49,5.367,
0.46,5.468,
0.44,5.569,
0.45,5.671,
0.43,5.773,
0.41,5.874,
0.4,5.977,
0.4,6.078,
0.41,6.179,
0.43,6.282,
0.46,6.383,
0.49,6.484,
0.52,6.587,
0.55,6.688,
0.56,6.79,
0.56,6.892,
0.58,6.993,
0.58,7.095,
0.6,7.197,
0.63,7.298,
0.64,7.399,
0.66,7.502,
0.68,7.602,
0.7,7.705,
0.71,7.806,
0.74,7.908,
0.76,8.01,
0.74,8.111,
0.71,8.213,
0.69,8.315,
0.69,8.416,
0.7,8.518,
0.7,8.62,
0.71,8.721,
0.74,8.823,
0.77,8.925,
0.76,9.026,
0.69,9.128,
0.62,9.23,
0.59,9.331,
0.62,9.433,
0.66,9.535,
0.69,9.636,
0.71,9.738,
0.67,9.84,
0.66,9.941,
0.69,10.043,
0.73,10.144,
0.76,10.246,
0.79,10.348,
0.82,10.449,
0.83,10.552,
0.83,10.653,
0.84,10.754,
0.88,10.856,
0.9,10.958,
0.93,11.059,
0.97,11.162,
1,11.263,
1.04,11.364,
1.05,11.466,
1.06,11.568,
1.07,11.669,
1.08,11.772,
1.11,11.873,
1.14,11.975,
1.2,12.077,
1.25,12.178,
1.31,12.28,
1.35,12.382,
1.36,12.483,
1.36,12.585,
1.35,12.686,
1.29,12.787,
1.15,12.89,
1.02,12.991,
1.02,13.093,
1.04,13.195,
1.06,13.296,
1.07,13.398,
1.08,13.5,
1.1,13.601,
1.1,13.703,
1.09,13.805,
1.11,13.906,
1.17,14.008,
1.22,14.11,
1.27,14.211,
1.32,14.313,
1.34,14.415,
1.32,14.516,
1.36,14.618,
1.42,14.719,
1.46,14.821,
1.5,14.923,
1.55,15.025,
1.61,15.126,
1.67,15.229,
1.7,15.329,
1.68,15.431,
1.64,15.533,
1.66,15.634,
1.73,15.737,
1.8,15.838,
1.83,15.939,
1.85,16.042,
1.89,16.143,
1.87,16.244,
1.7,16.347,
1.38,16.448,
1.14,16.55,
1.12,16.652,
1.15,16.753,
1.18,16.854,
1.21,16.957,
1.23,17.058,
1.19,17.16,
1.16,17.262,
1.2,17.363,
1.26,17.465,
1.32,17.566,
1.37,17.668,
1.42,17.77,
1.47,17.871,
1.51,17.972,
1.58,18.075,
1.64,18.176,
1.7,18.278,
1.75,18.38,
1.63,18.481,
1.46,18.583,
1.42,18.685,
1.39,18.786,
1.42,18.888,
1.48,18.99,
1.56,19.091,
1.6,19.193,
1.57,19.295,
1.55,19.396,
1.59,19.498,
1.64,19.6,
1.66,19.701,
1.65,19.803,
1.66,19.904,
1.71,20.007,
1.77,20.108,
1.78,20.21,
1.71,20.311,
1.67,20.414,
1.65,20.514,
1.6,20.616,
1.55,20.718,
1.5,20.819,
1.48,20.922,
1.48,21.023,
1.44,21.124,
1.36,21.227,
1.36,21.328,
1.39,21.429,
1.32,21.532,
1.25,21.633,
1.29,21.734,
1.36,21.837,
1.41,21.938,
1.41,22.039,
1.31,22.142,
1.27,22.243,
1.33,22.345,
1.38,22.447,
1.41,22.548,
1.47,22.65,
1.54,22.751,
1.61,22.852,
1.68,22.955,
1.74,23.056,
1.79,23.157,
1.8,23.26,
1.8,23.361,
1.81,23.463,
1.85,23.565,
1.89,23.666,
1.86,23.768,
1.82,23.87,
1.8,23.971,
1.81,24.073,
1.84,24.175,
1.85,24.276,
1.88,24.378,
1.94,24.48,
1.96,24.581,
1.96,24.683,
1.94,24.785,
1.9,24.886,
1.92,24.988,
2,25.089,
2.07,25.192,
2.12,25.293,
2.08,25.395,
2.03,25.496,
2.03,25.598,
2.06,25.699,
2.06,25.801,
2.08,25.903,
2.15,26.004,
2.22,26.107,
2.26,26.208,
2.19,26.309,
2.15,26.412,
2.17,26.513,
2.23,26.614,
2.3,26.717,
2.38,26.818,
2.46,26.919,
2.56,27.022,
2.6,27.123,
2.56,27.224,
2.51,27.327,
2.53,27.428,
2.59,27.53,
2.59,27.632,
2.55,27.733,
2.55,27.835,
2.62,27.936,
2.71,28.037,
2.8,28.14,
2.84,28.241,
2.86,28.343,
2.91,28.445,
2.99,28.546,
3.04,28.648,
3.05,28.75,
3.03,28.851,
2.99,28.953,
3.03,29.055,
3.1,29.156,
3.14,29.258,
3.11,29.36,
2.97,29.461,
2.81,29.563,
2.67,29.665,
2.63,29.766,
2.63,29.868,
2.64,29.97,
2.63,30.071,
2.59,30.173,
2.54,30.274,
2.53,30.377,
2.55,30.478,
2.56,30.579,
2.53,30.681,
2.5,30.783,
2.45,30.884,
2.35,30.986,
2.22,31.088,
2,31.189,
1.71,31.292,
1.53,31.393,
1.46,31.494,
1.46,31.597,
1.48,31.698,
1.48,31.799,
1.47,31.902,
1.47,32.003,
1.49,32.104,
1.53,32.207,
1.49,32.308,
1.39,32.41,
1.34,32.512,
1.33,32.613,
1.3,32.715,
1.23,32.816,
1.13,32.918,
1.06,33.02,
1.04,33.121,
1.02,33.223,
1,33.325,
0.94,33.426,
0.85,33.527,
0.83,33.63,
0.85,33.731,
0.85,33.833,
0.81,33.935,
0.78,34.036,
0.79,34.138,
0.81,34.24,
0.82,34.341,
0.83,34.443,
0.85,34.545,
0.86,34.646,
0.87,34.748,
0.89,34.85,
0.89,34.951,
0.86,35.053,
0.84,35.155,
0.81,35.256,
0.79,35.358,
0.8,35.459,
0.8,35.562,
0.77,35.663,
0.7,35.764,
0.67,35.866,
0.68,35.968,
0.69,36.069,
0.7,36.172,
0.71,36.273,
0.64,36.374,
0.55,36.477,
0.5,36.578,
0.47,36.679,
0.48,36.782,
0.49,36.883,
0.49,36.984,
0.5,37.087,
0.51,37.188,
0.52,37.29,
0.52,37.392,
0.52,37.492,
0.47,37.595,
0.38,37.697,
0.34,37.798,
0.34,37.9,
0.34,38.001,
0.33,38.103,
0.33,38.205,
0.34,38.306,
0.34,38.407,
0.34,38.51,
0.35,38.611,
0.34,38.713,
0.35,38.815,
0.36,38.916,
0.36,39.018,
0.36,39.12,
0.36,39.221,
0.36,39.323,
0.36,39.425,
0.35,39.526,
0.35,39.628,
0.36,39.73,
0.36,39.831,
0.36,39.933,
0.37,40.034,
0.37,40.136,
0.34,40.239,
0.26,40.339,
0.19,40.441,
0.18,40.543,
0.19,40.644,
0.19,40.747,
0.19,40.848,
0.19,40.949,
0.19,41.051,
0.19,41.153,
0.19,41.254,
0.19,41.357,
0.19,41.458,
0.19,41.56,
0.19,41.662,
0.19,41.763,
0.19,41.864,
0.2,41.967,
0.2,42.068,
0.2,42.169,
0.2,42.272,
0.2,42.372,
0.2,42.475,
0.2,42.577,
0.2,42.677,
0.2,42.78,
0.2,42.882,
0.2,42.983,
0.2,43.085,
0.2,43.186,
0.2,43.288,
0.2,43.39,
0.2,43.491,
0.19,43.592,
0.19,43.695,
0.19,43.796,
0.19,43.898,
0.2,44,
0.2,44.101,
0.2,44.203,
0.2,44.305,
0.2,44.406,
0.2,44.508,
0.2,44.61,
0.18,44.711,
0.13,44.813,
0.11,44.915,
0.1,45.016,
0.1,45.016,
EndData,,
EndSample,,
BeginSample,,
AverageLoad,0.94,"  ""N"""
AvgNPeaks,2.83,"  ""N"""
PeakLoad,2.98,"  ""N"""
PeelEnd,401,"  """""
PeelStart,37,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0.001,
0,0.001,
0,0.001,
0,0,
0,0,
0,0.005,
0,0.026,
0,0.058,
0.01,0.105,
0.05,0.166,
0.05,0.237,
0.02,0.32,
0.02,0.416,
0.03,0.521,
0.02,0.624,
0.01,0.725,
0,0.827,
0.01,0.928,
0.01,1.03,
0.01,1.132,
0.01,1.233,
0.01,1.335,
0.02,1.438,
0.02,1.538,
0.02,1.641,
0.02,1.742,
0.02,1.843,
0.02,1.945,
0.03,2.047,
0.03,2.148,
0.03,2.251,
0.04,2.352,
0.04,2.453,
0.04,2.556,
0.05,2.657,
0.05,2.759,
0.06,2.861,
0.06,2.962,
0.07,3.063,
0.07,3.166,
0.09,3.267,
0.09,3.369,
0.11,3.471,
0.13,3.571,
0.14,3.674,
0.17,3.775,
0.18,3.876,
0.18,3.979,
0.2,4.08,
0.21,4.182,
0.18,4.284,
0.17,4.385,
0.18,4.488,
0.21,4.589,
0.23,4.69,
0.23,4.792,
0.21,4.894,
0.18,4.995,
0.19,5.097,
0.21,5.199,
0.21,5.3,
0.22,5.402,
0.24,5.504,
0.25,5.605,
0.27,5.708,
0.28,5.809,
0.27,5.91,
0.23,6.012,
0.22,6.114,
0.23,6.215,
0.26,6.317,
0.28,6.418,
0.3,6.52,
0.32,6.622,
0.32,6.723,
0.29,6.825,
0.29,6.927,
0.3,7.028,
0.31,7.13,
0.33,7.232,
0.36,7.333,
0.39,7.436,
0.42,7.537,
0.45,7.638,
0.45,7.74,
0.43,7.842,
0.41,7.944,
0.43,8.046,
0.43,8.146,
0.42,8.248,
0.41,8.35,
0.39,8.451,
0.38,8.554,
0.4,8.656,
0.42,8.756,
0.43,8.859,
0.42,8.96,
0.38,9.061,
0.4,9.164,
0.43,9.265,
0.44,9.367,
0.46,9.469,
0.43,9.57,
0.38,9.672,
0.38,9.774,
0.38,9.875,
0.39,9.977,
0.41,10.079,
0.41,10.179,
0.39,10.282,
0.36,10.383,
0.35,10.485,
0.35,10.587,
0.36,10.689,
0.35,10.79,
0.35,10.892,
0.37,10.993,
0.39,11.095,
0.42,11.197,
0.45,11.298,
0.48,11.4,
0.5,11.502,
0.51,11.603,
0.5,11.705,
0.51,11.808,
0.55,11.908,
0.58,12.011,
0.62,12.112,
0.64,12.213,
0.67,12.316,
